SchoolYear,ESD,CountyNumber,County,CountyDistrictNumber,District,TotalEnrollment,NumberAmericanIndianorAlaskanNative,PercentAmericanIndianorAlaskanNative,NumberAsian,PercentAsian,NumberPacificIslander,PercentPacificIslander,NumberAsianPacificIslander,PercentAsianPacificIslander,NumberBlack,PercentBlack,NumberHispanic,PercentHispanic,NumberWhite,PercentWhite,NumberTwoOrMoreRaces,PercentTwoOrMoreRaces,NumberMales,PercentMales,NumberFemales,PercentFemales,NumberMigrant,PercentMigrant,NumberTransitionalBilingual,PercentTransitionalBilingual,NumberSpecialEducation,PercentSpecialEducation,NumberFreeorReducedPricedMeals,PercentFreeorReducedPricedMeals,NumberSection504,PercentSection504,NumberFosterCare,PercentFosterCare,StudentsPerClassroomTeacher,AvgYearsEducationalExperience,NumberTeachersWithAtLeastMasterDegree,PercentTeachersWithAtLeastMasterDegree
2012-13,Educational Service District 113,14,Grays Harbor,14005,Aberdeen School District,3273,167,5.1,102,3.12,17,0.52,119,3.64,46,1.41,907,27.71,1932,59.03,102,3.12,1684,51.45,1589,48.55,120,3.7,296,9.12,515,15.87,2203,67.87,30,0.92,0,0,18,11.9,128,69.57
2012-13,Educational Service District 113,21,Lewis,21226,Adna School District,578,3,0.52,8,1.38,0,0,8,1.38,2,0.35,24,4.15,532,92.04,9,1.56,313,54.15,265,45.85,0,0,0,0,43,7.53,170,29.77,12,2.1,2,0.35,17,13,27,79.41
2012-13,Educational Service District 101,22,Lincoln,22017,Almira School District,97,0,0,0,0,0,0,0,0,1,1.03,6,6.19,88,90.72,2,2.06,53,54.64,44,45.36,0,0,0,0,11,11.58,40,42.11,0,0,0,0,9,15.1,9,81.82
2012-13,Northwest Educational Service District 189,29,Skagit,29103,Anacortes School District,2709,36,1.33,85,3.14,1,0.04,86,3.17,40,1.48,220,8.12,2292,84.61,35,1.29,1397,51.57,1312,48.43,0,0,55,2.05,265,9.88,909,33.91,124,4.63,2,0.07,19,12.7,108,77.14
2012-13,Northwest Educational Service District 189,31,Snohomish,31016,Arlington School District,5487,67,1.22,97,1.77,26,0.47,123,2.24,70,1.28,573,10.44,4425,80.65,229,4.17,2847,51.89,2640,48.11,0,0,191,3.47,586,10.64,1803,32.74,50,0.91,7,0.13,20,11.4,204,76.12
2012-13,Educational Service District 123,02,Asotin,02420,Asotin-Anatone School District,608,5,0.82,4,0.66,0,0,4,0.66,0,0,34,5.59,531,87.34,34,5.59,306,50.33,302,49.67,0,0,1,0.17,76,12.6,212,35.16,7,1.16,0,0,16,12.6,19,50
2012-13,Puget Sound Educational Service District 121,17,King,17408,Auburn School District,14721,222,1.51,1122,7.62,394,2.68,1516,10.3,969,6.58,3454,23.46,7394,50.23,1166,7.92,7482,50.83,7239,49.17,0,0,1944,13.14,1734,11.72,8210,55.51,258,1.74,0,0,19,13,541,69.27
2012-13,Puget Sound Educational Service District 121,18,Kitsap,18303,Bainbridge Island School District,3889,24,0.62,148,3.81,5,0.13,153,3.93,19,0.49,250,6.43,3171,81.54,272,6.99,1979,50.89,1910,49.11,0,0,21,0.54,495,12.74,265,6.82,162,4.17,0,0,17,14,179,79.91
2012-13,Educational Service District 112,06,Clark,06119,Battle Ground School District,13202,41,0.31,247,1.87,24,0.18,271,2.05,77,0.58,1031,7.81,11135,84.34,647,4.9,6773,51.3,6429,48.7,0,0,695,5.28,1689,12.82,5058,38.39,215,1.63,29,0.22,19,12.2,501,71.47
2012-13,Puget Sound Educational Service District 121,17,King,17405,Bellevue School District,19017,42,0.22,5950,31.29,28,0.15,5978,31.44,546,2.87,2135,11.23,8730,45.91,1586,8.34,9968,52.42,9049,47.58,0,0,1917,10.03,1970,10.31,3883,20.33,716,3.75,0,0,15,9.9,900,71.88
2012-13,Northwest Educational Service District 189,37,Whatcom,37501,Bellingham School District,11141,111,1,627,5.63,28,0.25,655,5.88,155,1.39,1630,14.63,7807,70.07,783,7.03,5754,51.65,5387,48.35,79,0.71,627,5.67,1527,13.8,4189,37.85,532,4.81,30,0.27,18,12,412,68.33
2012-13,Educational Service District 101,01,Adams,01122,Benge School District,11,0,0,4,36.36,0,0,4,36.36,0,0,0,0,7,63.64,0,0,5,45.45,6,54.55,0,0,0,0,5,45.45,0,0,0,0,0,0,6,27,0,
2012-13,Puget Sound Educational Service District 121,27,Pierce,27403,Bethel School District,17766,317,1.78,1042,5.87,432,2.43,1474,8.3,1671,9.41,2428,13.67,10793,60.75,1083,6.1,9352,52.64,8414,47.36,0,0,290,1.64,2391,13.55,8591,48.7,279,1.58,36,0.2,19,11.9,644,67.65
2012-13,Educational Service District 105,20,Klickitat,20203,Bickleton School District,101,0,0,0,0,0,0,0,0,0,0,28,27.72,70,69.31,3,2.97,54,53.47,47,46.53,0,0,0,0,13,12.15,0,0,0,0,0,0,8,15.1,8,61.54
2012-13,Northwest Educational Service District 189,37,Whatcom,37503,Blaine School District,2190,19,0.87,54,2.47,26,1.19,80,3.65,34,1.55,273,12.47,1660,75.8,124,5.66,1135,51.83,1055,48.17,0,0,82,3.79,307,14.2,985,45.56,46,2.13,0,0,19,12.4,81,69.23
2012-13,Educational Service District 113,21,Lewis,21234,Boistfort School District,96,1,1.04,1,1.04,0,0,1,1.04,0,0,17,17.71,77,80.21,0,0,59,61.46,37,38.54,0,0,0,0,26,27.66,60,63.83,0,0,0,0,16,12.7,5,83.33
2012-13,Olympic Educational Service District 114,18,Kitsap,18100,Bremerton School District,4870,76,1.56,199,4.09,114,2.34,313,6.43,306,6.28,803,16.49,2626,53.92,746,15.32,2574,52.85,2296,47.15,0,0,157,3.24,843,17.42,3082,63.68,177,3.66,0,0,16,14.8,178,59.33
2012-13,North Central Educational Service District 171,24,Okanogan,24111,Brewster School District,936,4,0.43,0,0,0,0,0,0,0,0,851,90.92,72,7.69,9,0.96,517,55.24,419,44.76,118,12.76,444,48,127,13.73,899,97.19,12,1.3,0,0,16,11.2,38,64.41
2012-13,North Central Educational Service District 171,09,Douglas,09075,Bridgeport School District,810,1,0.12,1,0.12,0,0,1,0.12,1,0.12,715,88.27,85,10.49,7,0.86,431,53.21,379,46.79,126,16.3,322,41.66,85,11,737,95.34,20,2.59,0,0,18,11.2,28,60.87
2012-13,Olympic Educational Service District 114,16,Jefferson,16046,Brinnon School District,32,0,0,2,6.25,3,9.38,5,15.63,0,0,0,0,27,84.38,0,0,19,59.38,13,40.63,0,0,2,5.13,11,28.21,34,87.18,0,0,0,0,5,4.9,3,50
2012-13,Northwest Educational Service District 189,29,Skagit,29100,Burlington-Edison School District,3758,24,0.64,66,1.76,5,0.13,71,1.89,15,0.4,1402,37.31,2157,57.4,89,2.37,1966,52.32,1792,47.68,160,4.36,643,17.53,515,14.04,1900,51.8,33,0.9,0,0,18,11.2,121,57.08
2012-13,Educational Service District 112,06,Clark,06117,Camas School District,6338,25,0.39,361,5.7,32,0.5,393,6.2,64,1.01,451,7.12,4972,78.45,433,6.83,3242,51.15,3096,48.85,0,0,37,0.59,786,12.44,1332,21.08,133,2.1,8,0.13,19,11.2,279,82.54
2012-13,Olympic Educational Service District 114,05,Clallam,05401,Cape Flattery School District,447,196,43.85,0,0,0,0,0,0,0,0,63,14.09,98,21.92,90,20.13,228,51.01,219,48.99,0,0,0,0,62,14.03,252,57.01,18,4.07,0,0,11,9.4,27,64.29
2012-13,Puget Sound Educational Service District 121,27,Pierce,27019,Carbonado School District,177,0,0,0,0,0,0,0,0,1,0.56,13,7.34,157,88.7,6,3.39,88,49.72,89,50.28,0,0,0,0,21,11.93,54,30.68,0,0,0,0,15,11.5,9,75
2012-13,North Central Educational Service District 171,04,Chelan,04228,Cascade School District,1310,10,0.76,8,0.61,3,0.23,11,0.84,10,0.76,405,30.92,858,65.5,16,1.22,663,50.61,647,49.39,46,3.41,165,12.23,147,10.9,606,44.92,44,3.26,1,0.07,18,12.3,38,53.52
2012-13,North Central Educational Service District 171,04,Chelan,04222,Cashmere School District,1491,7,0.47,9,0.6,1,0.07,10,0.67,10,0.67,570,38.23,875,58.69,19,1.27,745,49.97,746,50.03,111,7.49,213,14.38,114,7.7,754,50.91,24,1.62,4,0.27,19,13.2,59,73.75
2012-13,Educational Service District 112,08,Cowlitz,08401,Castle Rock School District,1320,19,1.44,12,0.91,5,0.38,17,1.29,7,0.53,131,9.92,1094,82.88,52,3.94,685,51.89,635,48.11,0,0,29,2.19,239,18.05,676,51.06,62,4.68,4,0.3,18,11.5,59,80.82
2012-13,Educational Service District 112,20,Klickitat,20215,Centerville School District,80,0,0,0,0,0,0,0,0,4,5,4,5,72,90,0,0,41,51.25,39,48.75,0,0,0,0,10,11.63,37,43.02,0,0,0,0,16,15.2,3,60
2012-13,Olympic Educational Service District 114,18,Kitsap,18401,Central Kitsap School District,11423,71,0.62,667,5.84,150,1.31,817,7.15,354,3.1,1335,11.69,7049,61.71,1797,15.73,5926,51.88,5497,48.12,0,0,240,2.15,1829,16.39,4201,37.65,236,2.11,54,0.48,18,13.8,388,61.69
2012-13,Educational Service District 101,32,Spokane,32356,Central Valley School District,12821,97,0.76,149,1.16,33,0.26,182,1.42,136,1.06,776,6.05,10965,85.52,665,5.19,6642,51.81,6179,48.19,0,0,296,2.31,1891,14.75,5162,40.25,566,4.41,1,0.01,18,12.2,525,73.63
2012-13,Educational Service District 113,21,Lewis,21401,Centralia School District,3578,21,0.59,27,0.75,10,0.28,37,1.03,59,1.65,1038,29.01,2342,65.46,80,2.24,1814,50.7,1764,49.3,113,3.14,300,8.34,609,16.94,2595,72.16,16,0.44,4,0.11,19,12.6,131,69.31
2012-13,Educational Service District 113,21,Lewis,21302,Chehalis School District,2969,21,0.71,42,1.41,5,0.17,47,1.58,58,1.95,464,15.63,2197,74,182,6.13,1587,53.45,1382,46.55,0,0,99,3.35,455,15.41,1462,49.53,10,0.34,2,0.07,18,14.2,127,78.4
2012-13,Educational Service District 101,32,Spokane,32360,Cheney School District,4156,64,1.54,87,2.09,12,0.29,99,2.38,60,1.44,391,9.41,3216,77.38,326,7.84,2173,52.29,1983,47.71,0,0,95,2.28,701,16.81,2112,50.66,65,1.56,0,0,17,12.7,172,68.8
2012-13,Educational Service District 101,33,Stevens,33036,Chewelah School District,826,7,0.85,2,0.24,0,0,2,0.24,3,0.36,29,3.51,772,93.46,13,1.57,440,53.27,386,46.73,0,0,5,0.59,102,11.96,536,62.84,6,0.7,0,0,17,16,39,81.25
2012-13,Olympic Educational Service District 114,16,Jefferson,16049,Chimacum School District,1069,15,1.4,19,1.78,4,0.37,23,2.15,9,0.84,80,7.48,875,81.85,67,6.27,548,51.26,521,48.74,0,0,1,0.09,159,14.63,552,50.78,34,3.13,0,0,18,13.2,39,63.93
2012-13,Educational Service District 123,02,Asotin,02250,Clarkston School District,2694,38,1.41,25,0.93,2,0.07,27,1,33,1.22,164,6.09,2338,86.79,94,3.49,1356,50.33,1338,49.67,0,0,26,0.98,450,17.02,1552,58.7,53,2,0,0,19,15.3,87,60.42
2012-13,Educational Service District 105,19,Kittitas,19404,Cle Elum-Roslyn School District,924,12,1.3,17,1.84,3,0.32,20,2.16,6,0.65,70,7.58,783,84.74,33,3.57,484,52.38,440,47.62,0,0,13,1.4,105,11.33,391,42.18,7,0.76,0,0,19,12.9,29,59.18
2012-13,Puget Sound Educational Service District 121,27,Pierce,27400,Clover Park School District,12666,81,0.64,606,4.78,462,3.65,1068,8.43,1598,12.62,3575,28.23,4920,38.84,1424,11.24,6628,52.33,6038,47.67,0,0,1327,10.81,1965,16.01,8204,66.85,143,1.17,12,0.1,19,11.1,456,68.26
2012-13,Educational Service District 101,38,Whitman,38300,Colfax School District,623,1,0.16,5,0.8,0,0,5,0.8,1,0.16,15,2.41,563,90.37,38,6.1,332,53.29,291,46.71,0,0,0,0,75,11.79,228,35.85,7,1.1,0,0,16,16.1,30,78.95
2012-13,Educational Service District 123,36,Walla Walla,36250,College Place School District,805,4,0.5,4,0.5,2,0.25,6,0.75,6,0.75,383,47.58,391,48.57,15,1.86,418,51.93,387,48.07,0,0,185,23.21,107,13.43,512,64.24,6,0.75,0,0,17,12.2,40,85.11
2012-13,Educational Service District 101,38,Whitman,38306,Colton School District,166,0,0,4,2.41,0,0,4,2.41,4,2.41,5,3.01,149,89.76,4,2.41,81,48.8,85,51.2,0,0,0,0,24,14.29,21,12.5,7,4.17,0,0,11,9,12,80
2012-13,Educational Service District 101,33,Stevens,33206,Columbia (Stevens) School District,169,49,28.99,1,0.59,0,0,1,0.59,0,0,13,7.69,76,44.97,30,17.75,91,53.85,78,46.15,0,0,0,0,25,14.88,128,76.19,3,1.79,0,0,9,14.4,12,63.16
2012-13,Educational Service District 123,36,Walla Walla,36400,Columbia (Walla Walla) School District,882,3,0.34,2,0.23,0,0,2,0.23,10,1.13,259,29.37,581,65.87,27,3.06,450,51.02,432,48.98,41,4.79,103,12.03,129,15.07,438,51.17,0,0,3,0.35,17,12.5,32,60.38
2012-13,Educational Service District 101,33,Stevens,33115,Colville School District,1874,32,1.71,10,0.53,4,0.21,14,0.75,6,0.32,92,4.91,1641,87.57,89,4.75,937,50,937,50,0,0,42,2.24,277,14.76,1044,55.62,6,0.32,2,0.11,17,14.3,82,72.57
2012-13,Northwest Educational Service District 189,29,Skagit,29011,Concrete School District,566,9,1.59,1,0.18,0,0,1,0.18,1,0.18,27,4.77,520,91.87,8,1.41,308,54.42,258,45.58,0,0,0,0,74,13.43,348,63.16,0,0,0,0,16,14,22,62.86
2012-13,Northwest Educational Service District 189,29,Skagit,29317,Conway School District,448,2,0.45,5,1.12,0,0,5,1.12,2,0.45,64,14.29,374,83.48,1,0.22,226,50.45,222,49.55,24,5.36,28,6.25,52,11.61,117,26.12,2,0.45,0,0,19,14.5,19,82.61
2012-13,Educational Service District 113,14,Grays Harbor,14099,Cosmopolis School District,131,1,0.76,0,0,0,0,0,0,0,0,19,14.5,100,76.34,11,8.4,70,53.44,61,46.56,0,0,2,1.47,19,13.97,66,48.53,3,2.21,1,0.74,12,13.8,7,63.64
2012-13,North Central Educational Service District 171,13,Grant,13151,Coulee-Hartline School District,190,0,0,1,0.53,0,0,1,0.53,1,0.53,12,6.32,164,86.32,12,6.32,91,47.89,99,52.11,0,0,0,0,27,14.14,71,37.17,0,0,0,0,11,13.5,10,55.56
2012-13,Northwest Educational Service District 189,15,Island,15204,Coupeville School District,973,6,0.62,14,1.44,0,0,14,1.44,19,1.95,107,11,738,75.85,89,9.15,484,49.74,489,50.26,0,0,22,2.23,151,15.28,341,34.51,8,0.81,1,0.1,18,13.3,38,71.7
2012-13,Olympic Educational Service District 114,05,Clallam,05313,Crescent School District,313,7,2.24,0,0,0,0,0,0,0,0,9,2.88,270,86.26,27,8.63,161,51.44,152,48.56,0,0,0,0,32,10.36,125,40.45,1,0.32,0,0,14,14.2,12,52.17
2012-13,Educational Service District 101,22,Lincoln,22073,Creston School District,101,1,0.99,0,0,0,0,0,0,0,0,1,0.99,90,89.11,9,8.91,60,59.41,41,40.59,0,0,0,0,19,18.81,35,34.65,0,0,0,0,7,11.2,9,64.29
2012-13,Educational Service District 101,10,Ferry,10050,Curlew School District,219,8,3.65,0,0,0,0,0,0,4,1.83,11,5.02,188,85.84,8,3.65,109,49.77,110,50.23,0,0,0,0,34,15.18,128,57.14,13,5.8,2,0.89,13,12.6,12,70.59
2012-13,Educational Service District 101,26,Pend Oreille,26059,Cusick School District,292,87,29.79,4,1.37,0,0,4,1.37,2,0.68,15,5.14,157,53.77,27,9.25,160,54.79,132,45.21,0,0,0,0,42,15.56,162,60,6,2.22,3,1.11,13,13.9,11,47.83
2012-13,Educational Service District 105,19,Kittitas,19007,Damman School District,47,2,4.26,0,0,2,4.26,2,4.26,0,0,0,0,43,91.49,0,0,16,34.04,31,65.96,0,0,0,0,3,6.38,0,0,0,0,0,0,24,23.5,1,50
2012-13,Northwest Educational Service District 189,31,Snohomish,31330,Darrington School District,443,16,3.61,2,0.45,0,0,2,0.45,3,0.68,17,3.84,380,85.78,25,5.64,230,51.92,213,48.08,0,0,0,0,75,16.7,272,60.58,4,0.89,0,0,17,15,15,57.69
2012-13,Educational Service District 101,22,Lincoln,22207,Davenport School District,562,1,0.18,2,0.36,0,0,2,0.36,3,0.53,17,3.02,538,95.73,1,0.18,287,51.07,275,48.93,0,0,0,0,68,12.66,282,52.51,6,1.12,0,0,18,13.9,23,71.88
2012-13,Educational Service District 123,07,Columbia,07002,Dayton School District,454,15,3.3,8,1.76,0,0,8,1.76,11,2.42,54,11.89,358,78.85,8,1.76,222,48.9,232,51.1,0,0,1,0.22,70,15.32,255,55.8,43,9.41,0,0,15,16.6,18,58.06
2012-13,Educational Service District 101,32,Spokane,32414,Deer Park School District,2570,62,2.41,13,0.51,2,0.08,15,0.58,35,1.36,100,3.89,2345,91.25,13,0.51,1328,51.67,1242,48.33,0,0,0,0,318,12.6,1260,49.92,82,3.25,0,0,22,13,80,67.23
2012-13,Puget Sound Educational Service District 121,27,Pierce,27343,Dieringer School District,1435,13,0.91,58,4.04,7,0.49,65,4.53,13,0.91,80,5.57,1155,80.49,109,7.6,712,49.62,723,50.38,0,0,19,1.32,148,10.29,178,12.38,57,3.96,0,0,18,14.8,57,72.15
2012-13,Educational Service District 123,36,Walla Walla,36101,Dixie School District,32,0,0,0,0,0,0,0,0,0,0,3,9.38,29,90.63,0,0,14,43.75,18,56.25,0,0,0,0,10,27.03,36,97.3,0,0,0,0,11,15.1,3,100
2012-13,Educational Service District 101,32,Spokane,32361,East Valley School District (Spokane),4469,53,1.19,73,1.63,15,0.34,88,1.97,37,0.83,421,9.42,3542,79.26,328,7.34,2282,51.06,2187,48.94,0,0,110,2.42,666,14.63,2341,51.43,40,0.88,0,0,17,14.6,196,73.13
2012-13,Educational Service District 105,39,Yakima,39090,East Valley School District (Yakima),3054,26,0.85,24,0.79,6,0.2,30,0.98,34,1.11,1296,42.44,1620,53.05,48,1.57,1596,52.26,1458,47.74,179,5.97,323,10.77,403,13.43,1666,55.53,5,0.17,1,0.03,19,12.6,109,66.46
2012-13,North Central Educational Service District 171,09,Douglas,09206,Eastmont School District,5666,19,0.34,34,0.6,3,0.05,37,0.65,20,0.35,2367,41.78,3075,54.27,148,2.61,2912,51.39,2754,48.61,574,10.17,948,16.8,696,12.34,3229,57.23,92,1.63,27,0.48,17,12.8,258,77.48
2012-13,Educational Service District 105,19,Kittitas,19028,Easton School District,94,3,3.19,1,1.06,0,0,1,1.06,1,1.06,20,21.28,68,72.34,1,1.06,48,51.06,46,48.94,0,0,12,13.48,10,11.24,55,61.8,0,0,0,0,9,11.3,7,63.64
2012-13,Puget Sound Educational Service District 121,27,Pierce,27404,Eatonville School District,1852,24,1.3,9,0.49,7,0.38,16,0.86,15,0.81,111,5.99,1569,84.72,75,4.05,949,51.24,903,48.76,0,0,13,0.68,190,9.92,378,19.73,17,0.89,2,0.1,16,12.8,76,67.26
2012-13,Northwest Educational Service District 189,31,Snohomish,31015,Edmonds School District,20728,130,0.63,2764,13.33,122,0.59,2886,13.92,1196,5.77,3438,16.59,11138,53.73,1940,9.36,10759,51.91,9969,48.09,0,0,2129,10.22,2960,14.21,7625,36.6,1008,4.84,17,0.08,19,12,729,68.19
2012-13,Educational Service District 105,19,Kittitas,19401,Ellensburg School District,3002,34,1.13,47,1.57,4,0.13,51,1.7,29,0.97,490,16.32,2385,79.45,13,0.43,1514,50.43,1488,49.57,37,1.24,204,6.84,406,13.62,1166,39.11,47,1.58,0,0,18,11.2,113,69.33
2012-13,Educational Service District 113,14,Grays Harbor,14068,Elma School District,1526,22,1.44,10,0.66,0,0,10,0.66,11,0.72,254,16.64,1149,75.29,80,5.24,791,51.83,735,48.17,0,0,103,6.63,273,17.57,887,57.08,64,4.12,16,1.03,18,15,59,70.24
2012-13,Educational Service District 101,38,Whitman,38308,Endicott School District,95,0,0,1,1.05,0,0,1,1.05,0,0,4,4.21,86,90.53,4,4.21,53,55.79,42,44.21,0,0,0,0,8,8.7,55,59.78,0,0,0,0,7,12.7,9,69.23
2012-13,North Central Educational Service District 171,04,Chelan,04127,Entiat School District,341,0,0,1,0.29,0,0,1,0.29,1,0.29,112,32.84,209,61.29,18,5.28,177,51.91,164,48.09,0,0,45,12.57,43,12.01,238,66.48,2,0.56,0,0,15,10.5,17,73.91
